City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Loubomo,CG,-4.1997,12.6739,89.78,48,42,2.53,scattered clouds
345,Kota Kinabalu,MY,5.9749,116.0724,76.98,94,40,3.44,scattered clouds
346,Iringa,TZ,-7.7667,35.7,68.95,82,100,2.33,moderate rain
347,Gilroy,US,37.0058,-121.5683,52.18,100,0,0.0,clear sky
348,Alghero,IT,40.5589,8.3181,57.29,67,20,12.66,few clouds
349,Oum Hadjer,TD,13.2954,19.6966,86.38,12,18,6.96,few clouds
350,Oskarshamn,SE,57.2645,16.4484,44.98,78,100,19.13,overcast clouds
351,Hami,CN,42.8,93.45,24.62,42,0,0.85,clear sky
352,Coquimbo,CL,-29.9533,-71.3436,62.33,82,75,6.91,broken clouds
353,Leh,IN,34.1667,77.5833,-8.3,80,4,3.87,clear sky
354,Teguise,ES,29.0605,-13.564,57.42,77,100,2.3,overcast clouds
355,Madimba,TZ,-10.4,40.3333,80.55,80,100,7.94,light rain
356,Melfi,IT,40.9965,15.6514,51.4,52,23,4.47,few clouds
357,Nenjiang,CN,49.1833,125.2167,-9.17,97,30,3.65,scattered clouds
358,Ambunti,PG,-4.2365,142.8448,74.25,97,100,1.28,overcast clouds
359,Yantai,CN,37.5333,121.4,30.36,52,100,13.56,overcast clouds
360,Havelock,US,34.8791,-76.9013,33.75,74,0,10.36,clear sky
361,Kodiak,US,57.79,-152.4072,35.11,87,100,9.22,light snow
362,Thunder Bay,CA,48.4001,-89.3168,11.55,59,20,11.5,few clouds
363,San Carlos,VE,9.6612,-68.5827,84.61,44,50,1.05,scattered clouds
364,Sayville,US,40.7359,-73.0821,24.1,64,2,1.01,clear sky
365,Nelson Bay,AU,-32.7167,152.15,73.99,82,13,1.01,few clouds
366,Shahreza,IR,32.0339,51.8794,45.05,62,19,14.14,few clouds
367,Uyuni,BO,-20.4597,-66.825,52.43,67,100,7.67,overcast clouds
368,Montepuez,MZ,-13.1256,38.9997,77.29,89,100,0.38,light rain
369,Chifeng,CN,42.2683,118.9636,13.89,42,0,5.77,clear sky
370,Faanui,PF,-16.4833,-151.75,80.8,76,78,16.11,broken clouds
371,Langenburg,DE,49.2544,9.8458,35.92,96,100,14.97,mist
372,Genhe,CN,50.7833,121.5167,-16.98,100,98,2.8,overcast clouds
373,Oranjestad,AW,12.524,-70.027,76.95,78,40,13.8,scattered clouds
374,Kilimatinde,TZ,-5.85,34.95,83.7,44,97,2.71,overcast clouds
375,Kabare,CD,-2.4683,28.8242,70.79,78,100,2.3,light rain
376,Ola,RU,59.5833,151.2833,-2.99,98,100,10.29,light snow
377,Hofn,IS,64.2539,-15.2082,30.22,74,75,6.91,broken clouds
378,Belle Fourche,US,44.6714,-103.8522,32.65,67,100,15.5,light snow
379,Krasnoselkup,RU,65.7,82.4667,-1.34,95,100,15.68,overcast clouds
380,Werda,BW,-25.2667,23.2833,91.78,24,100,10.36,overcast clouds
381,Bonavista,CA,48.6499,-53.1147,23.11,77,100,19.17,overcast clouds
382,Puerto Escondido,MX,15.85,-97.0667,76.68,63,8,3.98,clear sky
383,Cidreira,BR,-30.1811,-50.2056,73.71,87,100,18.16,overcast clouds
384,La Romana,DO,18.4273,-68.9728,80.33,88,20,4.61,few clouds
385,Quzhou,CN,28.9594,118.8686,44.31,92,100,8.72,overcast clouds
386,Champerico,GT,14.3,-91.9167,83.35,71,30,2.75,scattered clouds
387,Lahij,YE,13.1667,44.5833,77.86,54,0,12.88,clear sky
388,San Cataldo,IT,37.4841,13.9854,52.7,62,4,9.95,clear sky
389,Ban Nahin,LA,18.2418,104.2122,74.14,45,1,3.53,clear sky
390,Anage,BR,-14.6122,-41.1356,83.53,57,93,4.16,overcast clouds
391,Belaya Gora,RU,68.5333,146.4167,-36.9,99,22,6.33,few clouds
392,Svetlyy,RU,54.675,20.1347,39.25,96,100,25.14,overcast clouds
393,Khotynets,RU,53.1286,35.3966,12.04,97,98,6.96,overcast clouds
394,Alyangula,AU,-13.8483,136.4192,85.87,79,100,8.05,overcast clouds
395,Lorengau,PG,-2.0226,147.2712,80.98,79,100,4.88,moderate rain
396,Beringovskiy,RU,63.05,179.3167,7.52,97,100,4.61,overcast clouds
397,Victoria,HK,22.2855,114.1577,70.18,88,10,8.01,clear sky
398,Lalibela,ET,12.0333,39.0333,73.81,23,10,5.82,clear sky
399,Pinawa,CA,50.1489,-95.8811,-6.81,91,77,8.84,broken clouds
400,Lagoa,PT,39.05,-27.9833,59.22,75,60,12.24,broken clouds
401,Mankera,PK,31.3866,71.4407,59.07,29,0,3.58,clear sky
402,San Quintin,MX,30.4833,-115.95,55.02,61,100,2.17,overcast clouds
403,Iqaluit,CA,63.7506,-68.5145,-13.27,75,100,3.0,light snow
404,Quelimane,MZ,-17.8786,36.8883,87.75,70,20,14.97,few clouds
405,Kholodnyy,RU,62.7167,147.95,-26.28,97,88,4.27,overcast clouds
406,Berlevag,NO,70.8578,29.0864,24.8,79,0,11.5,clear sky
407,Vestmanna,FO,62.1564,-7.1664,36.52,65,40,1.14,scattered clouds
408,Sept-Iles,CA,50.2001,-66.3821,-17.97,69,100,4.61,overcast clouds
409,Tyulyachi,RU,55.8913,50.2399,0.19,100,57,6.33,broken clouds
410,Saint George,US,37.1041,-113.5841,42.35,54,0,3.44,clear sky
411,Carmarthen,GB,51.8555,-4.3054,53.94,82,75,12.66,broken clouds
412,Kungurtug,RU,50.5994,97.5228,-10.64,97,100,1.52,overcast clouds
413,Tessaoua,NE,13.7574,7.9874,82.71,12,4,16.06,clear sky
414,Wanning,CN,18.8003,110.3967,70.88,92,27,6.69,scattered clouds
415,Kiunga,PG,-6.1219,141.2906,74.52,88,100,1.52,overcast clouds
416,Lahad Datu,MY,5.0268,118.327,78.85,88,68,4.59,broken clouds
417,Methoni,GR,36.8197,21.7049,55.26,57,19,3.76,few clouds
418,Ust-Kalmanka,RU,52.1207,83.305,3.85,98,100,3.15,overcast clouds
419,Jaisalmer,IN,26.9147,70.9181,64.78,13,0,5.1,clear sky
420,Upata,VE,8.0086,-62.3989,74.19,48,100,5.68,overcast clouds
421,Ulladulla,AU,-35.35,150.4667,71.87,91,8,9.19,clear sky
422,Hovd,MN,48.0056,91.6419,-6.36,90,100,2.08,overcast clouds
423,Kirakira,SB,-10.4544,161.9205,76.78,92,100,7.56,light rain
424,Okakarara,NA,-20.5833,17.4333,82.17,36,87,6.73,overcast clouds
425,Morro Bay,US,35.3658,-120.8499,53.56,74,0,1.01,clear sky
426,Bay Roberts,CA,47.5999,-53.2648,25.34,77,100,5.01,overcast clouds
427,Ilulissat,GL,69.2167,-51.1,12.22,37,75,20.71,broken clouds
428,Daru,PG,-9.0763,143.2092,79.48,85,100,4.29,overcast clouds
429,Hiroshima,JP,34.3963,132.4594,44.64,13,7,5.1,clear sky
430,Puerto Cabezas,NI,14.0351,-83.3888,73.36,94,40,4.61,scattered clouds
431,Ahipara,NZ,-35.1667,173.1667,57.69,85,1,5.44,clear sky
432,Kharp,RU,66.8014,65.8081,5.07,98,100,1.12,overcast clouds
433,Araci,BR,-11.3333,-38.9667,89.19,42,100,7.9,overcast clouds
434,Along,IN,28.1667,94.7667,49.75,97,52,2.42,broken clouds
435,Newport,GB,51.5877,-2.9984,57.78,74,39,1.99,scattered clouds
436,Alofi,NU,-19.0595,-169.9187,76.89,94,83,2.3,broken clouds
437,Sampit,ID,-2.5333,112.95,77.09,88,100,3.13,very heavy rain
438,Virden,US,39.5009,-89.7679,26.73,89,100,13.4,snow
439,Kjopsvik,NO,68.097,16.3742,30.16,84,57,7.87,broken clouds
440,Udachnyy,RU,66.4167,112.4,-14.94,88,28,5.17,scattered clouds
441,West Wendover,US,40.7391,-114.0733,11.41,79,0,5.75,clear sky
442,Manica,FR,49.0,-1.1667,47.61,87,100,8.86,overcast clouds
443,Aksarka,RU,66.5606,67.7975,-3.15,100,100,5.91,overcast clouds
444,Igurusi,TZ,-8.85,33.85,73.44,85,100,3.11,moderate rain
445,Mogadishu,SO,2.0371,45.3438,84.07,70,0,18.41,clear sky
446,Golden,US,39.7555,-105.2211,28.13,63,64,1.01,broken clouds
447,Seguela,CI,7.9611,-6.6731,96.85,10,2,2.8,clear sky
448,Ballina,AU,-28.8667,153.5667,71.64,92,40,13.8,scattered clouds
449,Elbistan,TR,38.2059,37.1983,19.92,79,3,3.04,clear sky
450,Broken Hill,AU,-31.95,141.4333,91.11,33,98,12.66,overcast clouds
451,Weihe,CN,32.9952,105.3247,32.79,81,100,5.37,overcast clouds
452,Ferrol,ES,43.4832,-8.2369,58.5,67,2,8.01,clear sky
453,Villarrobledo,ES,39.2699,-2.6012,54.28,37,4,14.67,clear sky
454,Rio Gallegos,AR,-51.6226,-69.2181,60.85,44,0,16.11,clear sky
455,Dawei,MM,14.0833,98.2,73.94,67,0,3.36,clear sky
456,Alamogordo,US,32.8995,-105.9603,43.45,52,0,3.44,clear sky
457,Berdigestyakh,RU,62.0989,126.6992,-25.37,100,99,1.9,overcast clouds
458,Saint-Joseph,RE,-21.3667,55.6167,82.76,72,4,8.37,clear sky
459,Zuya,UA,45.0531,34.3154,25.7,86,100,6.71,overcast clouds
460,Namanyere,TZ,-7.5167,31.05,68.99,84,100,4.68,light rain
461,Alice Springs,AU,-23.7,133.8833,83.75,65,100,5.75,overcast clouds
462,Martyush,RU,56.4,61.8819,11.73,90,57,9.04,broken clouds
463,Codajas,BR,-3.8367,-62.0569,84.27,69,71,2.82,broken clouds
464,Kerch,UA,45.3583,36.4758,31.21,79,98,11.9,overcast clouds
465,Hare Bay,CA,48.8499,-54.0148,16.95,67,45,11.72,scattered clouds
466,Svetlaya,RU,46.5389,138.3297,8.55,77,8,8.55,clear sky
467,Kununurra,AU,-15.7667,128.7333,80.58,89,40,3.44,scattered clouds
468,Uruacu,BR,-14.5247,-49.1408,78.31,71,88,4.9,overcast clouds
469,Sandwick,GB,60.0,-1.25,39.02,65,75,28.77,broken clouds
470,Hanzhong,CN,33.0728,107.0303,38.35,96,100,1.88,light rain
471,Ushtobe,KZ,45.2514,77.9838,20.98,92,8,9.69,clear sky
472,Sinnamary,GF,5.3833,-52.95,78.75,81,78,9.98,broken clouds
473,Natal,BR,-5.795,-35.2094,83.05,83,40,5.75,scattered clouds
474,Ixtapa,MX,20.7,-105.2,65.23,94,20,3.44,few clouds
475,Lonavale,IN,18.75,73.4167,71.64,43,0,1.59,clear sky
476,Gorno-Altaysk,RU,51.9561,85.955,7.41,98,100,1.86,overcast clouds
477,Breytovo,RU,58.2993,37.8617,16.74,90,100,12.12,overcast clouds
478,Skelleftea,SE,64.7507,20.9528,25.16,69,100,3.44,overcast clouds
479,Tricase,IT,39.9304,18.3553,53.53,62,40,8.05,scattered clouds
480,Gariaband,IN,20.635,82.0614,65.75,40,0,3.31,clear sky
481,La Primavera,CO,5.4906,-70.4092,85.69,38,93,12.91,overcast clouds
482,Pauini,BR,-7.7136,-66.9764,81.01,77,97,3.15,overcast clouds
483,Cairns,AU,-16.9167,145.7667,80.06,100,100,1.14,light rain
484,Marsh Harbour,BS,26.5412,-77.0636,75.13,80,49,12.24,scattered clouds
485,Lo Arado,MX,19.6167,-104.5833,61.36,64,79,3.71,broken clouds
486,Prabumulih,ID,-3.45,104.25,74.1,92,55,0.76,broken clouds
487,Tougan,BF,13.0667,-3.0667,92.48,8,4,8.75,clear sky
488,Gornopravdinsk,RU,60.05,69.9,16.5,91,100,9.66,overcast clouds
489,Zhoukou,CN,33.6333,114.6333,37.9,59,99,7.36,light rain
490,Pyaozerskiy,RU,65.8333,31.1667,19.04,97,100,4.43,light snow
491,Yalutorovsk,RU,56.6536,66.3006,11.73,95,44,9.44,scattered clouds
492,Zhanaozen,KZ,43.3,52.8,40.55,58,100,10.13,overcast clouds
493,Biak,ID,-0.9131,122.8766,77.47,85,91,2.24,overcast clouds
494,Yola,NG,9.2,12.4833,95.05,10,78,7.63,broken clouds
495,Cayenne,GF,4.9333,-52.3333,73.44,94,100,5.75,light rain
496,Humaita,BR,-7.5061,-63.0208,82.31,70,100,2.46,overcast clouds
497,Mlonggo,ID,-6.5333,110.7,82.29,88,100,8.7,overcast clouds
498,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,70,0,10.56,clear sky
499,Marsabit,KE,2.3284,37.9899,77.0,33,100,12.62,overcast clouds
500,Carbonia,IT,39.1672,8.5222,59.02,61,10,7.78,clear sky
501,Asau,RO,46.4333,26.4,37.96,65,97,6.82,overcast clouds
502,Tessalit,ML,20.1986,1.0114,77.4,11,12,13.62,few clouds
503,La Sarre,CA,48.8002,-79.1996,15.58,92,100,16.87,light snow
504,Antsohihy,MG,-14.8796,47.9875,84.45,68,77,1.99,broken clouds
505,Bratsk,RU,56.1325,101.6142,-7.11,100,58,0.11,broken clouds
506,Nemuro,JP,43.3236,145.575,23.77,69,76,12.75,broken clouds
507,Katherine,AU,-14.4667,132.2667,79.12,89,72,5.75,light rain
508,Charagua,BO,-19.8,-63.2167,72.97,62,100,11.03,overcast clouds
509,Baykit,RU,61.67,96.37,-17.91,100,45,1.05,scattered clouds
510,Muros,ES,42.7762,-9.0603,60.1,54,0,1.28,clear sky
511,Usinsk,RU,65.9939,57.5281,2.64,99,96,9.55,overcast clouds
512,Ketchikan,US,55.3422,-131.6461,40.98,93,75,10.36,broken clouds
513,Kwinana,AU,-32.25,115.7667,75.34,72,0,7.49,clear sky
514,Xai-Xai,MZ,-25.0519,33.6442,83.52,71,67,15.08,light rain
515,Beitbridge,ZW,-22.2167,30.0,80.78,67,95,21.63,light rain
516,Alugan,PH,12.2188,125.4808,80.08,79,80,10.09,broken clouds
517,Nicoya,CR,10.1483,-85.452,65.75,59,3,8.48,clear sky
518,Ardrishaig,GB,56.0157,-5.4481,49.41,88,30,12.62,scattered clouds
519,Marsa Matruh,EG,31.3525,27.2453,55.6,58,40,13.8,scattered clouds
520,Ronne,DK,55.1009,14.7066,40.91,93,75,23.02,broken clouds
521,Namibe,AO,-15.1961,12.1522,88.43,58,20,16.11,few clouds
522,Eskil,TR,38.4017,33.4131,20.3,90,74,5.37,broken clouds
523,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,14.59,57,75,4.47,broken clouds
524,Morondava,MG,-20.2833,44.2833,84.09,69,6,15.52,clear sky
525,Ponta Delgada,PT,37.7333,-25.6667,63.5,63,40,16.11,scattered clouds
526,Plyussa,RU,58.4308,29.3654,30.85,96,100,8.1,light snow
527,Sesheke,ZM,-17.4759,24.2968,68.23,96,100,4.68,light rain
528,Coari,BR,-4.085,-63.1414,79.95,80,99,1.25,overcast clouds
529,Touros,BR,-5.1989,-35.4608,83.3,60,45,11.74,scattered clouds
530,Swan River,CA,52.1058,-101.2676,-16.71,83,95,4.61,overcast clouds
531,Alta Floresta,BR,-9.8756,-56.0861,76.82,94,75,2.3,broken clouds
532,Usoke,TZ,-5.1667,32.35,77.45,64,100,4.63,light rain
533,Bhadrachalam,IN,17.6667,80.8833,71.58,44,0,3.87,clear sky
534,Alta,NO,69.9689,23.2717,18.64,87,75,3.0,broken clouds
535,Sheltozero,RU,61.3667,35.3667,20.19,94,100,11.5,light snow
536,Kemin,KG,42.7846,75.6892,21.47,53,0,8.61,clear sky
537,Dovbysh,UA,50.3733,27.9874,32.49,87,100,12.44,overcast clouds
538,Barra Patuca,HN,15.8,-84.2833,75.0,82,35,0.89,scattered clouds
539,Kindu,CD,-2.95,25.95,78.98,89,100,3.4,moderate rain
540,Meulaboh,ID,4.1363,96.1285,79.65,76,65,1.01,moderate rain
541,Aykhal,RU,66.0,111.5,-10.82,89,40,8.19,scattered clouds
542,Orvieto,IT,42.7195,12.1116,54.07,70,100,1.07,overcast clouds
543,Komsomolskiy,UZ,40.4272,71.7189,38.62,41,0,0.0,haze
544,Kenai,US,60.5544,-151.2583,24.15,92,100,16.11,light snow
545,Vangaindrano,MG,-23.35,47.6,76.78,71,61,7.18,broken clouds
546,Mastic Beach,US,40.7668,-72.8521,24.12,66,1,3.0,clear sky
547,Karratha,AU,-20.7377,116.8463,80.98,68,55,20.42,broken clouds
548,Paez,CO,5.1011,-73.0512,70.25,72,98,1.36,overcast clouds
549,Niort,FR,46.3333,-0.3333,34.14,58,6,7.72,clear sky
550,Byron Bay,AU,-28.65,153.6167,71.56,88,78,9.31,broken clouds
551,Malanje,AO,-9.5402,16.341,73.53,77,100,6.58,light rain
552,Payo,ID,-3.7508,103.6372,73.38,96,86,2.44,overcast clouds
553,Eyl,SO,7.9803,49.8164,77.81,60,100,20.22,overcast clouds
554,Yaan,NG,7.3833,8.5667,96.35,10,56,8.08,broken clouds
555,Marzuq,YE,14.4,46.4667,79.41,24,0,5.79,clear sky
556,Agadir,MA,30.4202,-9.5982,70.25,38,97,12.71,overcast clouds
557,Nabire,ID,-3.3667,135.4833,76.84,88,99,2.46,overcast clouds
558,Krasnyy Chikoy,RU,50.3643,108.7512,-13.16,100,77,1.41,broken clouds
559,Anadyr,RU,64.75,177.4833,5.5,85,100,2.24,snow
560,Kodinar,IN,20.7903,70.7031,68.86,31,0,11.61,clear sky
561,Garowe,SO,8.4054,48.4845,83.95,19,100,7.56,overcast clouds
562,Mineiros,BR,-17.5694,-52.5511,78.98,67,94,8.75,overcast clouds
563,Mayna,RU,54.1135,47.6231,8.33,98,92,4.41,overcast clouds
564,Kawalu,ID,-7.3817,108.2082,74.44,95,100,0.4,light rain
565,Cockburn Town,TC,21.4612,-71.1419,77.47,77,8,11.54,clear sky
566,Sistranda,NO,63.7256,8.834,40.89,74,100,21.92,overcast clouds
567,Amazar,RU,53.858,120.875,-4.05,95,100,3.24,overcast clouds
568,Chicama,PE,-7.8447,-79.1469,64.94,71,100,4.5,overcast clouds
569,Marovoay,MG,-16.1,46.6333,91.54,61,19,2.64,few clouds
570,Lewiston,US,44.1003,-70.2148,9.23,84,0,0.0,clear sky
571,Hohhot,CN,40.8106,111.6522,14.29,41,0,2.24,clear sky
572,Pokhara,NP,28.2333,83.9833,47.41,68,53,3.44,broken clouds
573,Civitanova Marche,IT,43.307,13.7206,50.74,68,100,3.69,overcast clouds
574,Tateyama,JP,34.9833,139.8667,45.1,49,100,10.45,overcast clouds
575,Domodossola,IT,46.1165,8.2931,57.94,48,100,3.04,overcast clouds
576,Williams Lake,CA,52.1415,-122.1445,15.37,91,20,8.05,few clouds
577,Havoysund,NO,70.9963,24.6622,22.08,73,100,2.93,light snow
578,Peace River,CA,56.2501,-117.286,23.65,95,75,6.91,broken clouds
579,Fontenay-Le-Comte,FR,46.5833,-1.0,41.45,66,6,9.46,clear sky
580,Manaure,CO,11.7751,-72.4445,77.11,67,9,14.56,clear sky
581,Athabasca,CA,54.7169,-113.2854,14.79,96,100,5.82,overcast clouds
582,Corinto,GR,37.9407,22.9573,50.68,54,1,2.35,clear sky
583,Slupsk,PL,54.4641,17.0287,41.41,88,100,26.89,overcast clouds
584,Aquiraz,BR,-3.9014,-38.3911,80.22,72,46,8.3,moderate rain
585,Mathathane,BW,-22.2687,28.7495,75.63,76,85,19.1,overcast clouds
586,Port Blair,IN,11.6667,92.75,82.44,69,20,8.05,haze
587,Katsuura,JP,35.1333,140.3,45.19,49,100,9.06,overcast clouds
588,Pasighat,IN,28.0667,95.3333,55.4,90,51,3.98,broken clouds
589,Kharod,IN,21.75,82.5667,61.83,31,0,3.67,clear sky
590,Sidi Ali,DZ,36.0998,0.4206,54.81,47,100,11.52,overcast clouds
591,Coos Bay,US,43.3665,-124.2179,41.94,100,75,5.75,broken clouds
592,Banswada,IN,18.3833,77.8833,68.67,39,1,7.9,clear sky
593,Tunceli,TR,39.1083,39.5471,31.06,93,99,2.48,overcast clouds
594,Bodden Town,KY,19.2833,-81.25,79.93,83,20,1.99,few clouds
595,Miram Shah,PK,33.0086,70.0697,47.12,37,0,1.74,clear sky
596,Catuday,PH,16.2923,119.8062,79.27,78,23,7.16,few clouds
597,Camp Verde,US,34.5636,-111.8543,41.43,39,0,4.18,clear sky
598,Aksu,CN,41.1231,80.2644,26.83,41,0,3.96,clear sky
599,Pochutla,MX,15.7432,-96.4661,71.82,60,1,2.71,clear sky
600,Brownsville,US,25.9018,-97.4975,61.99,95,100,3.0,overcast clouds
601,Rocha,UY,-34.4833,-54.3333,69.84,54,10,15.93,clear sky
602,Itarema,BR,-2.9248,-39.9167,82.11,71,99,8.66,overcast clouds
603,Tarpon Springs,US,28.1461,-82.7568,60.75,90,100,1.99,overcast clouds
604,Ouesso,CG,1.6136,16.0517,100.74,11,40,3.13,scattered clouds
605,Kashan,IR,33.9831,51.4364,45.99,57,75,6.91,broken clouds
606,Pacific Grove,US,36.6177,-121.9166,52.27,70,0,4.61,clear sky
607,Smithers,CA,54.7804,-127.1743,14.32,92,0,6.91,clear sky
608,Russell,US,32.3502,-85.1999,37.96,75,0,7.83,clear sky
609,Auki,SB,-8.7676,160.7034,77.38,90,100,6.71,moderate rain
610,Gambela,ET,8.25,34.5833,94.41,19,19,6.8,few clouds
611,Ust-Tsilma,RU,65.441,52.1498,-1.07,99,76,4.12,broken clouds
612,Azuaga,ES,38.2667,-5.6833,58.96,55,70,7.47,broken clouds
613,Lazaro Cardenas,MX,17.9583,-102.2,73.35,78,100,3.96,overcast clouds
614,Price,US,39.5994,-110.8107,24.4,73,0,0.0,clear sky
615,Salalah,OM,17.0151,54.0924,73.38,63,0,8.16,clear sky
616,Mayumba,GA,-3.432,10.6554,81.07,75,25,9.06,scattered clouds
617,Puerto Cabello,VE,10.4731,-68.0125,76.82,75,33,4.56,scattered clouds
618,Bayji,IQ,34.9311,43.487,52.63,46,100,10.33,overcast clouds
619,Mombetsu,JP,44.3525,143.3525,12.85,95,67,4.88,broken clouds
620,Rawson,AR,-43.3002,-65.1023,74.19,39,2,17.09,clear sky
621,Kasongo-Lunda,CD,-6.4667,16.8167,88.84,46,65,5.53,broken clouds
622,Laurel,US,39.0993,-76.8483,27.37,74,0,0.0,clear sky
623,Carutapera,BR,-1.195,-46.02,79.03,90,79,7.81,broken clouds
624,Sioux Lookout,CA,50.1001,-91.917,-5.42,77,20,11.5,few clouds
625,Comodoro Rivadavia,AR,-45.8667,-67.5,76.86,36,0,9.22,clear sky
626,Kurchum,KZ,48.5722,83.6542,-4.54,99,81,4.34,broken clouds
627,Teknaf,BD,20.8624,92.3058,67.77,78,0,9.28,clear sky
628,Vega De Alatorre,MX,20.0333,-96.6333,65.59,92,100,7.78,overcast clouds
629,Ziezmariai,LT,54.8,24.45,35.78,98,100,15.95,overcast clouds
630,Laramie,US,41.3114,-105.5911,19.35,85,100,3.44,mist
631,Haines Junction,CA,60.7522,-137.5108,8.55,92,100,2.3,overcast clouds
632,Ekhabi,RU,53.5102,142.9671,-14.96,100,77,8.28,broken clouds
633,Acarau,BR,-2.8856,-40.12,81.72,71,100,9.26,overcast clouds
634,Hualmay,PE,-11.0964,-77.6139,71.91,81,100,8.08,overcast clouds
635,Gravdal,NO,68.1214,13.5031,31.68,95,100,12.64,overcast clouds
636,Yuzawa,JP,39.1667,140.5,20.16,92,88,3.87,overcast clouds
637,Mana,GF,5.6592,-53.7767,79.61,74,92,8.79,overcast clouds
638,Arcachon,FR,44.5875,-1.0519,37.45,93,75,3.44,broken clouds
639,Sitamau,IN,24.0167,75.35,57.22,37,0,5.75,clear sky
640,Xinxiang,CN,35.3089,113.8672,35.33,65,100,3.91,snow
641,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,1.27,64,98,11.5,overcast clouds
642,Itupiranga,BR,-5.1347,-49.3267,79.12,87,100,2.64,overcast clouds
643,Lexington,US,37.9887,-84.4777,21.34,59,20,1.01,few clouds
644,San Juan,AR,-31.5375,-68.5364,67.48,78,100,12.21,overcast clouds
645,Kidal,ML,18.4411,1.4078,75.99,12,100,16.2,overcast clouds
646,Jumla,NP,29.2747,82.1838,31.68,89,85,1.14,light snow
647,Coihaique,CL,-45.5752,-72.0662,63.21,63,0,3.44,clear sky
648,Talnakh,RU,69.4865,88.3972,-0.8,94,100,15.68,overcast clouds
649,Lavrentiya,RU,65.5833,-171.0,-14.31,79,13,2.66,few clouds
650,Riviere-Au-Renard,CA,48.9957,-64.3971,-0.4,74,7,6.42,clear sky
651,Niono,ML,14.2526,-5.993,90.23,6,5,10.13,clear sky
652,Naze,JP,28.3667,129.4833,59.76,80,98,13.69,overcast clouds
653,French Harbor,HN,16.35,-86.4333,80.01,79,75,1.99,broken clouds
654,Tacuarembo,UY,-31.7333,-55.9833,73.6,53,41,16.11,scattered clouds
655,Mocuba,MZ,-16.8392,36.9856,79.47,91,97,5.28,moderate rain
656,Jiwani,PK,25.05,61.7417,70.29,38,0,5.88,clear sky
657,Tabou,CI,4.423,-7.3528,84.56,63,6,9.35,clear sky
658,Mayfield,US,36.7417,-88.6367,27.34,67,100,3.38,overcast clouds
659,Ucluelet,CA,48.9329,-125.5528,42.42,63,43,7.83,scattered clouds
660,Jambi,ID,-1.6,103.6167,74.19,87,73,3.33,broken clouds
661,Shingu,JP,33.7333,135.9833,40.01,76,4,6.96,clear sky
662,Karpathos,GR,35.507,27.2132,49.96,40,20,27.63,few clouds
663,Deer Lake,CA,49.1667,-57.4316,-2.34,84,40,0.0,scattered clouds
664,Kulhudhuffushi,MV,6.6221,73.07,79.65,54,20,6.64,few clouds
665,Severnoye,RU,56.3491,78.3619,-5.39,100,100,6.26,overcast clouds
666,Araouane,ML,18.9048,-3.5265,82.58,8,79,15.05,broken clouds
667,Santo Andre,BR,-23.6639,-46.5383,86.13,63,20,20.71,few clouds
668,Biloela,AU,-24.4167,150.5,70.09,83,14,6.89,few clouds
669,Strezhevoy,RU,60.7333,77.5889,3.18,96,100,10.4,overcast clouds
670,Mandsaur,IN,24.0667,75.0667,56.93,40,0,5.79,clear sky
671,Rantepao,ID,-2.9701,119.8978,68.72,96,100,2.15,light rain
672,Bryan,US,30.6744,-96.37,42.89,75,40,0.0,scattered clouds
673,Chalmette,US,29.9427,-89.9634,43.0,65,0,5.01,clear sky
674,Northam,GB,51.0333,-4.2167,54.43,98,100,9.06,overcast clouds
675,Santa Lucia,ES,27.9117,-15.5407,58.32,59,40,16.11,scattered clouds
676,Maun,BW,-19.9833,23.4167,79.11,61,81,13.15,light rain
677,Tara,RU,56.8944,74.371,2.25,96,97,6.89,overcast clouds
678,Klyuchi,RU,52.2667,79.1667,0.37,98,96,5.44,overcast clouds
679,Arman,RU,59.7,150.1667,-6.29,91,91,12.1,overcast clouds
680,Syracuse,IT,37.0881,15.2792,60.31,59,0,6.15,clear sky
681,Dangriga,BZ,16.9692,-88.2321,71.98,88,13,6.93,few clouds
682,Weligama,LK,5.9667,80.4167,77.07,77,100,6.91,overcast clouds
683,Paamiut,GL,61.994,-49.6678,17.28,91,100,21.7,light snow
684,Mehamn,NO,71.0357,27.8492,17.51,89,100,4.16,light snow
