City_ID,City,Cloudiness,Wind Speed,Country,Date,Lat,Lng,Max Temp,Humidity
285,Nouadhibou,99,21.36,MR,2022-01-26 01:09:30,20.931,-17.0347,65.14,82
286,Maceio,40,3.44,BR,2022-01-26 01:09:30,-9.6658,-35.7353,80.04,89
287,Portland,20,3.0,US,2022-01-26 01:05:49,45.5234,-122.6762,47.88,67
288,Karratha,0,10.07,AU,2022-01-26 01:09:31,-20.7377,116.8463,86.0,64
289,Camargo,26,6.02,MX,2022-01-26 01:09:31,27.6667,-105.1667,59.9,13
290,Ilulissat,100,23.02,GL,2022-01-26 01:09:31,69.2167,-51.1,14.02,52
291,Grants Pass,0,1.01,US,2022-01-26 01:07:34,42.439,-123.3284,56.71,63
292,Tual,93,9.78,ID,2022-01-26 01:09:32,-5.6667,132.75,84.2,74
293,Bougouni,98,5.77,ML,2022-01-26 01:09:32,11.417,-7.479,70.2,12
294,Meadville,75,3.44,US,2022-01-26 01:07:38,41.6414,-80.1515,19.24,76
295,Zyryanka,87,6.24,RU,2022-01-26 01:09:33,65.75,150.85,-34.73,99
296,Pochutla,0,4.05,MX,2022-01-26 01:09:33,15.7432,-96.4661,79.83,78
297,Constitucion,0,8.9,CL,2022-01-26 01:09:33,-35.3333,-72.4167,57.0,93
298,Kysyl-Syr,91,6.2,RU,2022-01-26 01:09:33,63.8986,122.7617,-13.99,97
299,Ko Samui,66,9.31,TH,2022-01-26 01:09:34,9.5357,99.9357,80.62,75
300,Galle,89,4.63,LK,2022-01-26 01:09:34,6.0367,80.217,71.89,85
301,Rivadavia,8,10.2,AR,2022-01-26 01:09:34,-33.1905,-68.4608,84.81,48
302,Okha,82,11.74,RU,2022-01-26 01:09:35,53.5739,142.9478,-2.24,96
303,Pisco,0,18.41,PE,2022-01-26 01:09:35,-13.7,-76.2167,68.05,83
304,Naze,43,9.66,JP,2022-01-26 01:09:35,28.3667,129.4833,60.46,64
305,Tuktoyaktuk,100,31.07,CA,2022-01-26 01:09:35,69.4541,-133.0374,17.6,93
306,Marystown,100,10.16,CA,2022-01-26 01:06:18,47.1666,-55.1483,30.85,100
307,Mariental,6,9.78,NA,2022-01-26 01:09:36,-24.6333,17.9667,78.78,30
308,Bijar,100,3.74,IR,2022-01-26 01:09:36,35.8668,47.6051,18.34,99
309,Bardiyah,62,13.78,LY,2022-01-26 01:09:36,31.7561,25.0865,44.92,84
310,Kashan,0,5.44,IR,2022-01-26 01:09:37,33.9831,51.4364,43.54,47
311,Port-Cartier,88,6.02,CA,2022-01-26 01:09:37,50.0334,-66.8654,8.74,99
312,Turinsk,100,6.31,RU,2022-01-26 01:07:55,58.0458,63.696,8.94,91
313,Mitsamiouli,100,10.47,KM,2022-01-26 01:09:37,-11.3847,43.2844,80.89,76
314,Cotonou,2,2.8,BJ,2022-01-26 01:05:43,6.3654,2.4183,77.5,75
315,Imuris,0,7.45,MX,2022-01-26 01:09:38,30.7833,-110.8667,57.0,25
316,Ahipara,4,8.84,NZ,2022-01-26 01:09:38,-35.1667,173.1667,75.72,71
317,Wagar,33,15.05,SD,2022-01-26 01:09:38,16.1525,36.2032,66.88,81
318,Porto-Vecchio,0,6.29,FR,2022-01-26 01:09:39,41.591,9.2795,45.86,80
319,Provideniya,0,6.71,RU,2022-01-26 01:09:39,64.3833,-173.3,-6.65,70
320,Upata,94,7.09,VE,2022-01-26 01:09:39,8.0086,-62.3989,73.18,84
321,Uribia,100,15.55,CO,2022-01-26 01:09:40,11.7139,-72.266,77.9,71
322,Tuatapere,91,6.06,NZ,2022-01-26 01:10:40,-46.1333,167.6833,55.81,90
323,Manadhoo,100,9.31,MV,2022-01-26 01:10:40,5.7667,73.3833,79.75,64
324,Blackwater,100,10.8,AU,2022-01-26 01:10:41,-23.5833,148.8833,83.32,54
325,Singaraja,63,5.08,ID,2022-01-26 01:10:41,-8.112,115.0882,85.96,77
326,Palora,100,1.28,EC,2022-01-26 01:10:41,-1.7,-77.9333,66.67,99
327,Nizhnevartovsk,75,2.24,RU,2022-01-26 01:10:42,60.9344,76.5531,-3.98,84
328,Nishihara,20,10.36,JP,2022-01-26 01:10:42,26.1842,127.7558,67.68,63
329,Biloela,100,6.13,AU,2022-01-26 01:10:43,-24.4167,150.5,86.54,47
330,Bage,0,5.75,BR,2022-01-26 01:10:43,-31.3314,-54.1069,82.18,78
331,Broome,100,3.0,US,2022-01-26 01:10:43,42.2506,-75.833,21.16,85
332,Praia Da Vitoria,99,8.32,PT,2022-01-26 01:10:44,38.7333,-27.0667,58.75,89
333,Esperance,100,13.29,AU,2022-01-26 01:10:44,-33.8667,121.9,67.84,79
334,Maxixe,94,9.98,MZ,2022-01-26 01:10:44,-23.8597,35.3472,78.06,90
335,Ballachulish,100,5.3,GB,2022-01-26 01:10:44,56.6774,-5.1308,45.41,96
336,Cabedelo,100,12.57,BR,2022-01-26 01:10:45,-6.9811,-34.8339,79.47,73
337,Srandakan,100,7.78,ID,2022-01-26 01:10:45,-7.9386,110.2506,81.77,79
338,Popova,11,11.61,RU,2022-01-26 01:10:45,42.9603,131.7228,15.1,76
339,Dakar,58,15.93,SN,2022-01-26 01:10:45,14.6937,-17.4441,77.88,64
340,Ponta Do Sol,24,8.08,PT,2022-01-26 01:10:46,32.6667,-17.1,61.43,55
341,Perth,0,5.75,AU,2022-01-26 01:05:49,-31.9333,115.8333,74.66,55
342,Indapur,0,2.15,IN,2022-01-26 01:10:46,18.3,73.25,59.79,61
343,Marataizes,0,9.22,BR,2022-01-26 01:10:46,-21.0433,-40.8244,74.28,89
344,Nabire,98,2.75,ID,2022-01-26 01:10:47,-3.3667,135.4833,83.95,77
345,Promyshlennaya,100,6.82,RU,2022-01-26 01:10:47,54.9159,85.6385,-1.25,94
346,Abu Zabad,98,16.87,SD,2022-01-26 01:10:47,12.35,29.25,66.29,21
347,Dothan,100,0.0,US,2022-01-26 01:08:56,31.2232,-85.3905,48.85,95
348,Kearney,100,1.01,US,2022-01-26 01:06:50,40.6995,-99.0815,20.32,76
349,Kropotkin,100,3.13,RU,2022-01-26 01:10:48,45.4375,40.5756,25.25,91
350,Koszeg,35,5.01,HU,2022-01-26 01:10:48,47.3892,16.541,25.48,93
351,Tevaitoa,99,14.45,PF,2022-01-26 01:10:48,-16.7833,-151.5,80.92,76
352,Norman Wells,100,19.62,CA,2022-01-26 01:10:49,65.282,-126.8329,37.2,78
353,Nola,1,2.26,IT,2022-01-26 01:10:49,40.922,14.5329,43.93,53
354,Bauchi,57,6.06,NG,2022-01-26 01:10:49,10.5,10.0,58.12,24
355,Laizhou,37,8.37,CN,2022-01-26 01:10:50,37.1717,119.9214,33.46,55
356,Catalina,5,4.54,US,2022-01-26 01:10:50,32.5056,-110.9211,61.52,29
357,Adrar,100,7.58,MR,2022-01-26 01:10:50,20.5022,-10.0711,67.23,16
358,Lawrenceburg,0,3.0,US,2022-01-26 01:10:51,38.0373,-84.8966,25.72,70
359,Turukhansk,91,6.33,RU,2022-01-26 01:10:51,65.8167,87.9833,-17.39,100
360,Ha Tinh,43,1.43,VN,2022-01-26 01:08:51,18.3333,105.9,71.98,88
361,Aripuana,100,2.28,BR,2022-01-26 01:10:51,-9.1667,-60.6333,74.01,96
362,Luderitz,6,21.77,NA,2022-01-26 01:10:51,-26.6481,15.1594,73.58,61
363,Cairns,94,3.44,AU,2022-01-26 01:10:52,-16.9167,145.7667,91.11,71
364,La Rioja,0,5.12,ES,2022-01-26 01:10:52,42.25,-2.5,33.12,68
365,Ponta Delgada,40,8.05,PT,2022-01-26 01:10:52,37.7333,-25.6667,58.5,94
366,Ngorongoro,99,2.33,TZ,2022-01-26 01:10:53,-3.2397,35.4875,53.58,79
367,Acapulco,40,4.61,MX,2022-01-26 01:06:47,16.8634,-99.8901,80.42,78
368,Narsaq,100,10.38,GL,2022-01-26 01:10:53,60.9167,-46.05,26.82,88
369,Dingle,100,12.33,PH,2022-01-26 01:10:53,10.9995,122.6711,79.92,86
370,Knyaze-Volkonskoye,98,1.14,RU,2022-01-26 01:11:54,48.4642,135.4567,-8.72,96
371,Alberton,100,12.33,CA,2022-01-26 01:11:54,46.8168,-64.0654,21.99,95
372,Oranjemund,26,13.62,NA,2022-01-26 01:11:54,-28.55,16.4333,63.86,92
373,Totness,54,10.67,SR,2022-01-26 01:11:55,5.8833,-56.3167,76.84,81
374,Surt,99,13.82,LY,2022-01-26 01:11:55,31.2089,16.5887,52.07,49
375,Santiago Del Estero,100,6.51,AR,2022-01-26 01:11:25,-27.7951,-64.2615,83.55,67
376,Longyan,64,2.35,CN,2022-01-26 01:11:55,25.1072,117.0225,61.47,84
377,Klaksvik,74,48.94,FO,2022-01-26 01:11:56,62.2266,-6.589,41.92,72
378,Mayo,100,11.01,US,2022-01-26 01:11:56,38.8876,-76.5119,36.16,55
379,Kindu,97,1.74,CD,2022-01-26 01:07:03,-2.95,25.95,68.94,99
380,Jinchang,95,2.93,CN,2022-01-26 01:11:56,38.4953,102.1739,19.13,57
381,Kondinskoye,94,5.99,RU,2022-01-26 01:11:57,59.6481,67.41,13.75,97
382,Roald,75,19.57,NO,2022-01-26 01:11:57,62.5833,6.1333,45.34,87
383,Mahibadhoo,100,10.54,MV,2022-01-26 01:11:57,3.7833,72.9667,79.81,65
384,Alta Floresta,90,2.19,BR,2022-01-26 01:11:58,-9.8756,-56.0861,72.05,95
385,Yeppoon,70,11.12,AU,2022-01-26 01:11:58,-23.1333,150.7333,87.58,61
386,Mayna,99,4.61,RU,2022-01-26 01:11:58,54.1135,47.6231,4.17,98
387,Ramanuj Ganj,0,2.68,IN,2022-01-26 01:11:58,23.8,83.7,47.39,85
388,Haikou,100,12.59,CN,2022-01-26 01:11:59,20.0458,110.3417,68.99,93
389,Minab,0,7.52,IR,2022-01-26 01:07:15,27.1467,57.0801,60.69,36
390,Douglas,0,1.01,US,2022-01-26 01:11:59,41.3,-96.167,17.15,52
391,Cayenne,20,1.01,GF,2022-01-26 01:12:00,4.9333,-52.3333,80.1,87
392,Ostrovnoy,19,17.9,RU,2022-01-26 01:12:00,68.0531,39.5131,17.76,84
393,Korla,0,4.5,CN,2022-01-26 01:12:00,41.7597,86.1469,22.3,67
394,Solnechnyy,40,2.17,RU,2022-01-26 01:12:00,50.7214,136.6319,-0.04,94
395,Pemangkat,31,8.08,ID,2022-01-26 01:12:01,1.1667,108.9667,79.45,81
396,Krasnoturansk,100,2.08,RU,2022-01-26 01:12:01,54.3186,91.5639,-10.41,97
397,Yugo-Kamskiy,84,4.23,RU,2022-01-26 01:12:01,57.7053,55.5894,3.22,99
398,Leh,100,3.89,IN,2022-01-26 01:12:02,34.1667,77.5833,-5.6,88
399,Boa Vista,40,11.5,BR,2022-01-26 01:12:02,2.8197,-60.6733,84.18,61
400,Nosy Varika,100,5.03,MG,2022-01-26 01:12:02,-20.5833,48.5333,72.77,82
401,Ola,99,8.7,RU,2022-01-26 01:12:03,59.5833,151.2833,-9.22,85
402,Kokopo,95,6.91,PG,2022-01-26 01:12:03,-4.352,152.2633,85.28,67
403,Floro,75,17.27,NO,2022-01-26 01:12:03,61.5996,5.0328,40.96,87
404,Beberibe,99,9.69,BR,2022-01-26 01:12:04,-4.1797,-38.1306,84.16,83
405,Yambio,100,3.85,SS,2022-01-26 01:12:04,4.5721,28.3955,72.39,32
406,Coquimbo,0,5.75,CL,2022-01-26 01:12:04,-29.9533,-71.3436,60.53,82
407,Yenagoa,69,2.44,NG,2022-01-26 01:12:05,4.9247,6.2642,76.21,93
408,Khani,100,5.79,GE,2022-01-26 01:12:05,41.9563,42.9566,29.77,84
409,Caorle,6,3.24,IT,2022-01-26 01:12:05,45.5966,12.8758,39.45,94
410,Padang,100,4.21,ID,2022-01-26 01:12:05,-0.9492,100.3543,77.05,83
411,Grand-Lahou,2,1.3,CI,2022-01-26 01:12:06,5.1367,-5.0242,77.0,83
412,Altea,44,11.81,ES,2022-01-26 01:12:06,38.5989,-0.0514,51.69,72
413,Miandrivazo,100,2.28,MG,2022-01-26 01:12:06,-19.5167,45.4667,74.07,87
414,Fuyu,98,4.05,CN,2022-01-26 01:12:07,45.1833,124.8167,0.52,97
415,Palana,100,5.55,RU,2022-01-26 01:13:07,59.1167,159.9667,-5.28,85
416,Vila,2,4.5,PT,2022-01-26 01:13:07,42.0304,-8.1588,38.32,83
417,Namatanai,74,5.77,PG,2022-01-26 01:13:08,-3.6667,152.4333,85.64,67
418,Nanchang,100,5.12,CN,2022-01-26 01:13:08,28.6833,115.8833,45.37,93
419,Honiara,100,8.41,SB,2022-01-26 01:13:08,-9.4333,159.95,82.69,79
420,Kanash,99,5.59,RU,2022-01-26 01:13:08,55.5086,47.4956,4.59,97
421,Kaduna,9,11.79,NG,2022-01-26 01:13:09,10.5222,7.4383,64.09,20
422,Tarko-Sale,96,13.18,RU,2022-01-26 01:13:09,64.9225,77.785,-6.56,98
423,Charleston,100,0.0,US,2022-01-26 01:10:07,32.7766,-79.9309,53.11,83
424,Haines Junction,15,4.54,CA,2022-01-26 01:13:09,60.7522,-137.5108,17.62,98
425,Semey,0,8.95,KZ,2022-01-26 01:13:10,50.4111,80.2275,-0.18,78
426,Fairbanks,40,10.36,US,2022-01-26 01:12:34,64.8378,-147.7164,19.36,71
427,Whitehorse,48,4.72,CA,2022-01-26 01:13:10,60.7161,-135.0538,16.5,94
428,Hecun,100,2.62,CN,2022-01-26 01:13:10,36.5333,114.1111,31.55,85
429,Oyek,56,3.85,RU,2022-01-26 01:13:11,52.5861,104.4556,-12.62,100
430,Sergeyevka,100,7.83,KZ,2022-01-26 01:13:11,53.88,67.4158,5.02,91
431,Blackfoot,11,1.05,US,2022-01-26 01:08:45,43.1905,-112.345,17.38,98
432,Vanersborg,100,13.8,SE,2022-01-26 01:13:11,58.3807,12.3234,41.74,93
433,Cap-Aux-Meules,100,18.41,CA,2022-01-26 01:13:12,47.3821,-61.8597,32.05,93
434,Santa Luzia,64,5.39,BR,2022-01-26 01:13:12,-19.7697,-43.8514,76.1,82
435,Englewood,20,0.0,US,2022-01-26 01:13:12,39.6478,-104.9878,27.21,84
436,Bambous Virieux,40,10.36,MU,2022-01-26 01:13:12,-20.3428,57.7575,75.45,69
437,The Valley,36,17.81,AI,2022-01-26 01:09:23,18.217,-63.0578,77.09,74
438,Plainview,0,1.99,US,2022-01-26 01:10:04,40.7765,-73.4673,35.51,62
439,Iki-Burul,100,0.83,RU,2022-01-26 01:13:13,45.8208,44.6472,17.94,87
440,Mao,0,3.44,ES,2022-01-26 01:13:13,39.8885,4.2658,41.56,93
441,Rabat,40,4.61,MA,2022-01-26 01:09:52,33.9911,-6.8401,57.04,94
442,Alofi,75,6.91,NU,2022-01-26 01:13:14,-19.0595,-169.9187,80.49,89
443,Deputatskiy,35,5.46,RU,2022-01-26 01:13:14,69.3,139.9,-31.65,99
444,Sobolevo,100,9.1,RU,2022-01-26 01:13:14,54.4299,31.8996,26.62,90
445,Rio Gallegos,20,17.27,AR,2022-01-26 01:11:30,-51.6226,-69.2181,51.85,40
446,Bandar-E Lengeh,0,1.63,IR,2022-01-26 01:13:14,26.5579,54.8807,66.34,51
447,Pathein,0,2.86,MM,2022-01-26 01:13:15,16.7833,94.7333,67.95,77
448,Oeiras Do Para,100,3.8,BR,2022-01-26 01:13:15,-2.0031,-49.8544,74.75,90
449,Fujin,92,3.87,CN,2022-01-26 01:13:15,47.26,132.0322,1.92,95
450,Mbinga,99,3.85,TZ,2022-01-26 01:13:16,-10.9333,35.0167,62.35,97
451,Birao,53,6.46,CF,2022-01-26 01:13:16,10.2849,22.7882,67.57,22
452,Caravelas,100,8.79,BR,2022-01-26 01:13:16,-17.7125,-39.2481,76.77,84
453,Vestmannaeyjar,100,12.62,IS,2022-01-26 01:13:16,63.4427,-20.2734,35.92,70
454,Masunga,100,17.47,BW,2022-01-26 01:13:17,-20.6246,27.4488,66.18,86
455,Naples,3,1.01,IT,2022-01-26 01:13:17,40.8333,14.25,44.15,58
456,Biak,96,5.06,ID,2022-01-26 01:13:17,-0.9131,122.8766,81.97,74
457,Shenjiamen,100,10.33,CN,2022-01-26 01:13:18,29.9576,122.298,47.82,86
458,Noyabrsk,99,10.78,RU,2022-01-26 01:13:18,63.1994,75.4507,-3.91,100
459,Puerto Escondido,0,0.0,MX,2022-01-26 01:13:18,15.85,-97.0667,81.43,65
460,Eydhafushi,78,10.16,MV,2022-01-26 01:13:19,5.1033,73.0708,80.13,62
461,Kon Tum,48,2.57,VN,2022-01-26 01:10:26,14.35,108.0,69.4,78
462,Nouakchott,1,11.56,MR,2022-01-26 01:13:19,18.0858,-15.9785,73.33,33
463,Moussoro,0,15.77,TD,2022-01-26 01:14:19,13.6408,16.4901,62.74,22
464,Bandarbeyla,3,17.47,SO,2022-01-26 01:14:20,9.4942,50.8122,72.72,66
465,Rocha,100,5.66,UY,2022-01-26 01:14:20,-34.4833,-54.3333,73.22,95
466,Eyl,8,13.0,SO,2022-01-26 01:14:20,7.9803,49.8164,70.0,70
467,Hwange,100,2.64,ZW,2022-01-26 01:14:21,-18.3693,26.5019,67.89,96
468,Kroya,100,3.38,ID,2022-01-26 01:14:21,-7.6331,109.2461,80.65,82
469,Santa Isabel Do Rio Negro,100,1.9,BR,2022-01-26 01:14:21,-0.4139,-65.0192,74.35,98
470,San Cristobal,100,2.33,VE,2022-01-26 01:14:21,7.7669,-72.225,75.38,82
471,Martapura,0,3.44,ID,2022-01-26 01:14:22,-3.4167,114.85,80.69,89
472,Itacare,100,7.72,BR,2022-01-26 01:14:22,-14.2775,-38.9967,76.24,88
473,Beyneu,28,15.99,KZ,2022-01-26 01:14:22,45.3167,55.2,28.83,75
474,Inongo,98,4.25,CD,2022-01-26 01:14:23,-1.95,18.2667,74.14,90
475,Itoman,20,10.36,JP,2022-01-26 01:14:23,26.1247,127.6694,68.4,63
476,Galesong,100,8.57,ID,2022-01-26 01:14:23,-5.3166,119.3661,82.42,77
477,Mount Gambier,100,8.05,AU,2022-01-26 01:14:23,-37.8333,140.7667,92.68,30
478,Esil,80,5.59,KZ,2022-01-26 01:14:24,51.9556,66.4042,-4.76,99
479,Beringovskiy,23,0.31,RU,2022-01-26 01:14:24,63.05,179.3167,-21.89,92
480,Sioux Lookout,99,4.43,CA,2022-01-26 01:10:51,50.1001,-91.917,-20.43,100
481,Kudahuvadhoo,100,11.5,MV,2022-01-26 01:14:25,2.6708,72.8944,79.61,66
482,Mon,78,1.59,IN,2022-01-26 01:14:25,26.75,95.1,51.39,93
483,Husavik,100,23.98,IS,2022-01-26 01:14:25,66.0449,-17.3389,31.91,93
484,Stornoway,100,3.0,GB,2022-01-26 01:14:25,58.2093,-6.3865,44.56,84
485,Tezu,100,2.3,IN,2022-01-26 01:14:26,27.9167,96.1667,58.15,58
486,Baykit,91,0.98,RU,2022-01-26 01:14:26,61.67,96.37,-19.19,100
487,Edd,85,8.5,ER,2022-01-26 01:14:26,13.9297,41.6925,77.56,66
488,Jiangyou,100,2.86,CN,2022-01-26 01:14:26,31.7667,104.7167,44.38,87
489,Taltal,0,3.94,CL,2022-01-26 01:14:27,-25.4,-70.4833,66.56,76
490,Mitu,100,2.62,CO,2022-01-26 01:14:12,1.1983,-70.1733,71.91,98
491,Rantepao,100,1.12,ID,2022-01-26 01:14:28,-2.9701,119.8978,77.67,67
492,Muddebihal,1,8.55,IN,2022-01-26 01:14:28,16.3333,76.1333,62.78,50
493,San Jose,0,1.99,US,2022-01-26 01:09:51,37.3394,-121.895,62.29,65
494,Hualmay,11,7.92,PE,2022-01-26 01:14:29,-11.0964,-77.6139,71.15,84
495,Hambantota,100,8.39,LK,2022-01-26 01:14:29,6.1241,81.1185,71.98,86
496,Bayir,96,6.22,TR,2022-01-26 01:14:29,37.2687,28.2167,28.92,95
497,Khasan,3,17.11,RU,2022-01-26 01:14:30,42.4308,130.6434,25.38,56
498,Gigmoto,99,7.94,PH,2022-01-26 01:14:30,13.7796,124.39,78.55,90
499,Shymkent,100,0.0,KZ,2022-01-26 01:14:30,42.3,69.6,23.59,100
500,Hami,3,3.78,CN,2022-01-26 01:14:31,42.8,93.45,21.2,51
501,Geraldton,0,17.27,AU,2022-01-26 01:14:31,-28.7667,114.6,81.01,36
502,Zemio,100,3.4,CF,2022-01-26 01:14:31,5.0314,25.1361,70.63,30
503,Sao Joaquim,14,2.98,BR,2022-01-26 01:14:31,-28.2939,-49.9317,63.23,80
504,Luau,100,2.3,AO,2022-01-26 01:14:32,-10.7073,22.2247,63.36,97
505,Ardakan,0,3.24,IR,2022-01-26 01:14:32,32.31,54.0175,43.52,32
506,Show Low,0,10.36,US,2022-01-26 01:14:32,34.2542,-110.0298,45.3,42
507,Port Pirie,0,11.41,AU,2022-01-26 01:14:32,-33.1833,138.0167,86.16,52
508,Vyartsilya,73,3.53,RU,2022-01-26 01:14:33,62.1764,30.693,12.11,98
509,Marsa Matruh,40,11.5,EG,2022-01-26 01:14:33,31.3525,27.2453,48.4,57
510,Manaus,75,2.3,BR,2022-01-26 01:13:58,-3.1019,-60.025,79.3,100
511,Jennings,20,1.99,US,2022-01-26 01:15:34,38.7192,-90.2604,20.35,60
512,Svetlogorsk,85,7.92,BY,2022-01-26 01:15:34,52.6333,29.7333,27.72,96
513,Sayyan,23,3.0,YE,2022-01-26 01:15:34,15.1718,44.3244,45.99,34
514,Papetoai,25,15.41,PF,2022-01-26 01:15:34,-17.4961,-149.8729,87.39,75
515,Kalbay,100,8.59,PH,2022-01-26 01:15:35,5.7233,125.4986,82.31,75
516,Batemans Bay,100,6.22,AU,2022-01-26 01:15:35,-35.7167,150.1833,82.2,71
517,Ermoupolis,100,31.79,GR,2022-01-26 01:15:35,37.4423,24.9425,43.29,67
518,Fort Nelson,75,16.11,CA,2022-01-26 01:15:27,58.8053,-122.7002,40.59,56
519,Iba,89,1.16,PH,2022-01-26 01:15:36,15.3667,120.0333,80.74,53
520,Barsovo,100,4.54,RU,2022-01-26 01:15:36,61.1667,73.1667,1.53,100
521,Calvinia,0,3.85,ZA,2022-01-26 01:15:36,-31.4707,19.776,74.75,38
522,Fenoarivo,75,5.75,MG,2022-01-26 01:15:37,-18.933,47.4354,60.87,94
523,Pangoa,10,2.17,PE,2022-01-26 01:15:37,-12.1167,-73.0,68.13,98
524,Saint George,0,1.01,US,2022-01-26 01:12:04,37.1041,-113.5841,48.63,35
525,Mikhaylovka,100,5.06,RU,2022-01-26 01:15:37,50.06,43.2379,9.77,99
526,Cortes,0,2.37,ES,2022-01-26 01:15:37,41.9395,-1.4396,40.44,81
527,Yulara,100,11.5,AU,2022-01-26 01:15:38,-25.2406,130.9889,91.24,46
528,Hay River,100,9.17,CA,2022-01-26 01:11:35,60.8156,-115.7999,16.86,90
529,Kungsbacka,100,20.0,SE,2022-01-26 01:15:38,57.4872,12.0761,44.08,100
530,Dinguiraye,98,1.61,GN,2022-01-26 01:15:39,11.3,-10.7167,69.03,14
531,Beckley,100,1.01,US,2022-01-26 01:13:47,37.7782,-81.1882,30.24,88
532,Alexandria,40,9.22,EG,2022-01-26 01:15:28,31.2156,29.9553,48.16,87
533,Harrisonville,0,8.05,US,2022-01-26 01:15:39,38.6533,-94.3488,21.42,46
534,Mandera,0,8.5,KE,2022-01-26 01:15:39,3.9366,41.867,75.06,28
535,Chapeco,99,2.71,BR,2022-01-26 01:11:29,-27.0964,-52.6183,69.37,81
536,Olafsvik,69,7.58,IS,2022-01-26 01:15:40,64.8945,-23.7142,32.13,73
537,Sunagawa,100,1.59,JP,2022-01-26 01:15:40,43.4864,141.9056,31.95,89
538,Siswa Bazar,10,5.75,IN,2022-01-26 01:15:40,27.15,83.7667,51.03,82
539,Tougue,28,2.1,GN,2022-01-26 01:15:41,11.4667,-11.6,65.34,14
540,Derzhavinsk,38,8.86,KZ,2022-01-26 01:15:41,51.1,66.3167,-0.99,88
541,Mweka,100,0.85,CD,2022-01-26 01:15:41,-4.85,21.5667,67.6,93
542,Parfenyevo,100,3.38,RU,2022-01-26 01:15:41,58.484,43.4088,-0.83,100
543,Magole,93,1.72,TZ,2022-01-26 01:15:42,-6.3667,37.3667,70.92,91
544,Aklavik,90,23.33,CA,2022-01-26 01:15:42,68.2191,-135.0107,20.12,89
545,Tautira,82,15.3,PF,2022-01-26 01:15:42,-17.7333,-149.15,87.82,78
546,Gorodovikovsk,98,3.18,RU,2022-01-26 01:15:43,46.0878,41.9335,25.65,94
547,San Borja,100,2.82,BO,2022-01-26 01:15:43,-14.8167,-66.85,76.55,88
548,Karpathos,44,16.11,GR,2022-01-26 01:15:43,35.507,27.2132,42.76,65
549,Nemuro,100,0.29,JP,2022-01-26 01:15:44,43.3236,145.575,23.43,73
550,Porto Velho,20,3.44,BR,2022-01-26 01:15:44,-8.7619,-63.9039,77.05,88
551,Straumen,100,7.16,NO,2022-01-26 01:15:44,63.8709,11.2999,37.4,97
552,Kayerkan,61,11.77,RU,2022-01-26 01:15:45,69.3497,87.7602,0.52,84
553,Kodinsk,92,2.01,RU,2022-01-26 01:15:45,58.6881,99.1844,-12.12,100
554,Gwanda,100,15.14,ZW,2022-01-26 01:15:45,-20.9333,29.0,66.87,96
555,Soligalich,100,2.91,RU,2022-01-26 01:15:45,59.0778,42.2864,13.86,96
556,Labuhan,99,13.33,ID,2022-01-26 01:15:46,-6.8844,112.2051,82.31,78
557,Winslow,100,5.01,US,2022-01-26 01:15:46,35.0242,-110.6974,46.58,36
558,Potsdam,100,1.99,DE,2022-01-26 01:16:46,52.3989,13.0657,41.45,94
559,Along,100,1.99,IN,2022-01-26 01:16:47,28.1667,94.7667,51.17,94
560,Kumta,19,5.1,IN,2022-01-26 01:16:47,14.4167,74.4,65.88,85
561,Tomatlan,2,3.22,MX,2022-01-26 01:16:47,19.9333,-105.25,71.67,72
562,Monrovia,0,4.94,LR,2022-01-26 01:15:28,6.3005,-10.7969,78.31,82
563,Macapa,0,2.3,BR,2022-01-26 01:16:48,0.0389,-51.0664,78.78,94
564,Marrakesh,40,9.22,MA,2022-01-26 01:16:48,31.6315,-8.0083,50.07,93
565,Abu Samrah,45,10.94,SY,2022-01-26 01:16:48,35.3029,37.1841,41.23,75
566,Katherine,40,11.5,AU,2022-01-26 01:16:48,-14.4667,132.2667,82.72,74
567,Ocher,100,6.33,RU,2022-01-26 01:16:49,57.8904,54.7202,-1.17,97
568,Tacuarembo,100,1.48,UY,2022-01-26 01:16:49,-31.7333,-55.9833,74.53,90
569,Soavinandriana,100,3.53,MG,2022-01-26 01:16:49,-19.1667,46.7333,57.58,90
570,Aitape,96,2.44,PG,2022-01-26 01:16:50,-3.1374,142.3475,84.99,67
571,Vanimo,70,3.2,PG,2022-01-26 01:16:50,-2.6741,141.3028,85.08,67
572,Tevriz,100,0.25,RU,2022-01-26 01:16:50,57.509,72.4042,-6.99,100
573,Sacama,100,1.79,EC,2022-01-26 01:16:50,-3.9,-79.2667,52.54,98
